	Monocytes	Unknown	CD4Tcells	Bcells	NK	CD8Tcells
T63_LPS_FC1_4	0.20131469	0.0	0.22947907	0.05642133	0.2650479	0.24773706
T81_LPS_FC1_4	0.13733411	0.0005867229	0.3359482	0.18236762	0.14272012	0.20104322
T104_LPS_FC1_4	0.10185677	0.0	0.43190324	0.050688233	0.16124061	0.25431117
T4_GARD_BATCH_2	0.10427535	0.0	0.29159632	0.13174643	0.2377953	0.23458655
K47_LPS_FC1_4	0.21210946	0.007266142	0.28913262	0.093090296	0.19801858	0.20038289
T4_CTL_FC5	0.10297912	0.0	0.31093585	0.12281545	0.2216185	0.24165103
T12_CTL_B_BATCH_2	0.1658476	0.010632011	0.38748646	0.07563277	0.15814964	0.20225152
T84_LPS_FC1_4	0.15917435	0.0	0.30918455	0.07058355	0.2088798	0.25217777
K44_LPS_FC1_4	0.11075693	0.0	0.34078836	0.13677545	0.17689349	0.23478575
K10_LPS_FC1_4	0.08268321	0.0	0.35580397	0.07553235	0.21591091	0.27006954
T13_LPS_FC1_4	0.21070431	0.0	0.2774563	0.14806393	0.21532297	0.14845246
T119_LPS_FC1_4	0.098517284	0.0	0.37816387	0.08480527	0.17517804	0.26333556
T115_LPS_FC1_4	0.216743	0.0	0.3245183	0.14205177	0.14297776	0.17370923
K19_CTL_FC1_4	0.08663518	0.0	0.4248495	0.11231091	0.15022697	0.22597748
T9_LPS_FC1_4	0.13702764	0.0	0.40144077	0.07978494	0.16573356	0.21601307
T30_CTL_FC1_4	0.21961425	0.01667237	0.2757435	0.08464499	0.17172256	0.23160242
T15_GARD_BATCH_2	0.13935354	0.0018472846	0.2523804	0.24444295	0.16105069	0.2009251
T101_GARD_BATCH_2	0.19013557	0.0	0.13876857	0.10190685	0.30008283	0.2691062
K29_CTL_FC1_4	0.14977111	0.0015494851	0.38072202	0.1543912	0.13810046	0.17546566
T32_GARD_BATCH_2	0.2422384	0.042575553	0.31802788	0.122528665	0.14990208	0.124727406
T34_CTL_FC1_4	0.14299564	0.0	0.31839913	0.11405735	0.20503885	0.21950902
T120_GARD_BATCH_2	0.0954283	0.0	0.33026025	0.11514935	0.17563316	0.28352886
T15_CTL_FC1_4	0.11919346	0.0	0.28422716	0.22906773	0.16140948	0.20610216
T31_CTL_FC1_4	0.16025022	0.035841912	0.3092841	0.1654605	0.1549464	0.17421688
T65_LPS_FC1_4	0.12924619	0.0	0.43013063	0.07104199	0.1685725	0.20100872
T33_GARD_BATCH_2	0.12843896	0.0	0.37669468	0.21072185	0.16376865	0.12037585
T62_LPS_FC1_4	0.15331179	0.0	0.27968237	0.14385621	0.20826025	0.2148894
K52_LPS_FC1_4	0.1191179	0.0	0.40221304	0.10777651	0.15565223	0.21524034
T78_GARD_BATCH_2	0.18947658	0.0	0.29354906	0.083450876	0.23393121	0.19959226
T119_CTL_FC1_4	0.12075543	0.0	0.3601163	0.086815946	0.16308199	0.26923034
K1_LPS_FC1_4	0.10826912	0.0	0.46747744	0.10628086	0.12508066	0.19289188
K6_CTL_FC1_4	0.21981093	0.01861064	0.32157573	0.09818546	0.19002137	0.15179585
K1_GARD_BATCH_2	0.14563605	0.0069123195	0.39681762	0.0964242	0.1485175	0.20569226
T71_CTL_FC1_4	0.20203117	0.022128727	0.26162595	0.07328933	0.21552102	0.22540377
K20_GARD_BATCH_2	0.15325737	0.01690486	0.36729306	0.11299899	0.14633404	0.20321159
T77_GARD_BATCH_2	0.101940215	0.0	0.34534016	0.08950815	0.1852397	0.2779718
K23_CTL_FC1_4	0.14204164	0.0039953296	0.37955362	0.13236864	0.18666919	0.1553716
